3SNNA,3SNNR,3SNYA,3SNYR,3SYNA,3SYNR,3SYYA,3SYYR,3DNNA,3DNNR,3DNYA,3DNYR,3DYNA,3DYNR,3DYYA,3DYYR,4SNNA,4SNNR,4SNYA,4SNYR,4SYNA,4SYNR,4SYYA,4SYYR,4DNNA,4DNNR,4DNYA,4DNYR,4DYNA,4DYNR,4DYYA,4DYYR
?,?,?,?,?,?,?,?,?,?,?,?,?,23321,?,?,3342,?,?,3333,?,3241,?,3342,1113334,1211341,1231342,1113233,?,1113234,1211341,1113334
?,?,?,?,?,?,?,?,?,?,?,?,?,23322,?,?,3343,?,?,3334,?,3242,?,3343,1113341,1211413,1231344,1113234,?,1113241,1211413,1113341
?,?,?,?,?,?,?,?,?,?,?,?,?,23323,?,?,3344,?,?,3341,?,3243,?,3344,1113342,1211431,1231423,1113241,?,1113242,1211431,1113342
?,?,?,?,?,?,?,?,?,?,?,?,?,23331,?,?,3411,?,?,3342,?,3244,?,3411,1113343,1212334,1231424,1113242,?,1113243,1212334,1113343
?,?,?,?,?,?,?,?,?,?,?,?,?,23332,?,?,3413,?,?,3343,?,3311,?,3413,1113344,1212343,1231432,1113243,?,1113244,1212343,1113344
?,?,?,?,?,?,?,?,?,?,?,?,?,23333,?,?,3414,?,?,3344,?,3312,?,3414,1113411,1212344,1231434,1113244,?,1113311,1212344,1113411
?,?,?,?,?,?,?,?,?,?,?,?,?,31111,?,?,3422,?,?,3411,?,3313,?,3422,1113413,1212433,1231442,1113311,?,1113312,1212433,1113413
?,?,?,?,?,?,?,?,?,?,?,?,?,31112,?,?,3423,?,?,3413,?,3314,?,3423,1113414,1212434,1231443,1113312,?,1113313,1212434,1113414
?,?,?,?,?,?,?,?,?,?,?,?,?,31113,?,?,3424,?,?,3414,?,3321,?,3424,1113422,1212443,1232134,1113313,?,1113314,1212443,1113422
?,?,?,?,?,?,?,?,?,?,?,?,?,31121,?,?,3431,?,?,3422,?,3322,?,3431,1113423,1213114,1232143,1113314,?,1113321,1213114,1113423
?,?,?,?,?,?,?,?,?,?,?,?,?,31122,?,?,3432,?,?,3423,?,3323,?,3432,1113424,1213141,1232144,1113321,?,1113322,1213141,1113424
?,?,?,?,?,?,?,?,?,?,?,?,?,31123,?,?,3433,?,?,3424,?,3324,?,3433,1113431,1213234,1232314,1113322,?,1113323,1213234,1113431
?,?,?,?,?,?,?,?,?,?,?,?,?,31131,?,?,3434,?,?,3431,?,3331,?,3434,1113432,1213243,1232341,1113323,?,1113324,1213243,1113432
?,?,?,?,?,?,?,?,?,?,?,?,?,31132,?,?,3441,?,?,3432,?,3332,?,3441,1113433,1213244,1232344,1113324,?,1113331,1213244,1113433
?,?,?,?,?,?,?,?,?,?,?,?,?,31133,?,?,3442,?,?,3433,?,3334,?,3442,1113434,1213324,1232413,1113331,?,1113332,1213324,1113434
?,?,?,?,?,?,?,?,?,?,?,?,?,31211,?,?,3443,?,?,3434,?,3341,?,3443,1113441,1213342,1232414,1113332,?,1113333,1213342,1113441
?,?,?,?,?,?,?,?,?,?,?,?,?,31212,?,?,3444,?,?,3441,?,3342,?,3444,1113442,1213344,1232431,1113333,?,1113334,1213344,1113442
?,?,?,?,?,?,?,?,?,?,?,?,?,31213,?,?,4111,?,?,3442,?,3343,?,4111,1113443,1213411,1232434,1113334,?,1113341,1213411,1113443
?,?,?,?,?,?,?,?,?,?,?,?,?,31221,?,?,4112,?,?,3443,?,3344,?,4112,1113444,1213423,1232441,1113341,?,1113342,1213423,1113444
?,?,?,?,?,?,?,?,?,?,?,?,?,31222,?,?,4113,?,?,3444,?,3411,?,4113,1114111,1213424,1232443,1113342,?,1113343,1213424,1114111
?,?,?,?,?,?,?,?,?,?,?,?,?,31223,?,?,4114,?,?,4111,?,3412,?,4114,1114112,1213432,1233124,1113343,?,1113344,1213432,1114112
?,?,?,?,?,?,?,?,?,?,?,?,?,31231,?,?,4121,?,?,4112,?,3413,?,4121,1114113,1213434,1233142,1113344,?,1113411,1213434,1114113
?,?,?,?,?,?,?,?,?,?,?,?,?,31232,?,?,4122,?,?,4113,?,3414,?,4122,1114114,1213442,1233144,1113411,?,1113412,1213442,1114114
?,?,?,?,?,?,?,?,?,?,?,?,?,31233,?,?,4124,?,?,4114,?,3421,?,4124,1114121,1213443,1233214,1113412,?,1113413,1213443,1114121
?,?,?,?,?,?,?,?,?,?,?,?,?,31311,?,?,4131,?,?,4121,?,3422,?,4131,1114122,1214113,1233241,1113413,?,1113414,1214113,1114122
?,?,?,?,?,?,?,?,?,?,?,?,?,31312,?,?,4133,?,?,4122,?,3423,?,4133,1114124,1214131,1233244,1113414,?,1113421,1214131,1114124
?,?,?,?,?,?,?,?,?,?,?,?,?,31313,?,?,4134,?,?,4124,?,3424,?,4134,1114131,1214233,1233412,1113421,?,1113422,1214233,1114131
?,?,?,?,?,?,?,?,?,?,?,?,?,31321,?,?,4141,?,?,4131,?,3431,?,4141,1114133,1214234,1233414,1113422,?,1113423,1214234,1114133
?,?,?,?,?,?,?,?,?,?,?,?,?,31322,?,?,4142,?,?,4133,?,3432,?,4142,1114134,1214243,1233421,1113423,?,1113424,1214243,1114134
?,?,?,?,?,?,?,?,?,?,?,?,?,31323,?,?,4143,?,?,4134,?,3433,?,4143,1114141,1214311,1233424,1113424,?,1113431,1214311,1114141
?,?,?,?,?,?,?,?,?,?,?,?,?,31331,?,?,4144,?,?,4141,?,3434,?,4144,1114142,1214323,1233441,1113431,?,1113432,1214323,1114142
?,?,?,?,?,?,?,?,?,?,?,?,?,31332,?,?,4211,?,?,4142,?,3441,?,4211,1114143,1214324,1233442,1113432,?,1113433,1214324,1114143
?,?,?,?,?,?,?,?,?,?,?,?,?,31333,?,?,4212,?,?,4143,?,3442,?,4212,1114144,1214332,1234123,1113433,?,1113434,1214332,1114144
?,?,?,?,?,?,?,?,?,?,?,?,?,32111,?,?,4214,?,?,4144,?,3443,?,4214,1114211,1214334,1234124,1113434,?,1113441,1214334,1114211
?,?,?,?,?,?,?,?,?,?,?,?,?,32112,?,?,4221,?,?,4211,?,3444,?,4221,1114212,1214342,1234132,1113441,?,1113442,1214342,1114212
?,?,?,?,?,?,?,?,?,?,?,?,?,32113,?,?,4222,?,?,4212,?,4111,?,4222,1114214,1214343,1234134,1113442,?,1113443,1214343,1114214
?,?,?,?,?,?,?,?,?,?,?,?,?,32121,?,?,4223,?,?,4214,?,4112,?,4223,1114221,1214423,1234142,1113443,?,1113444,1214423,1114221
?,?,?,?,?,?,?,?,?,?,?,?,?,32122,?,?,4224,?,?,4221,?,4113,?,4224,1114222,1214432,1234143,1113444,?,1114111,1214432,1114222
?,?,?,?,?,?,?,?,?,?,?,?,?,32123,?,?,4232,?,?,4222,?,4114,?,4232,1114223,1214433,1234213,1114111,?,1114112,1214433,1114223
?,?,?,?,?,?,?,?,?,?,?,?,?,32131,?,?,4233,?,?,4223,?,4121,?,4233,1114224,1221334,1234214,1114112,?,1114113,1221334,1114224
?,?,?,?,?,?,?,?,?,?,?,?,?,32132,?,?,4234,?,?,4224,?,4122,?,4234,1114232,1221343,1234231,1114113,?,1114114,1221343,1114232
?,?,?,?,?,?,?,?,?,?,?,?,?,32133,?,?,4241,?,?,4232,?,4123,?,4241,1114233,1221344,1234234,1114114,?,1114121,1221344,1114233
?,?,?,?,?,?,?,?,?,?,?,?,?,32211,?,?,4242,?,?,4233,?,4124,?,4242,1114234,1221433,1234241,1114121,?,1114122,1221433,1114234
?,?,?,?,?,?,?,?,?,?,?,?,?,32212,?,?,4243,?,?,4234,?,4131,?,4243,1114241,1221434,1234243,1114122,?,1114123,1221434,1114241
?,?,?,?,?,?,?,?,?,?,?,?,?,32213,?,?,4244,?,?,4241,?,4132,?,4244,1114242,1221443,1234312,1114123,?,1114124,1221443,1114242
?,?,?,?,?,?,?,?,?,?,?,?,?,32221,?,?,4311,?,?,4242,?,4133,?,4311,1114243,1222234,1234314,1114124,?,1114131,1222234,1114243
?,?,?,?,?,?,?,?,?,?,?,?,?,32222,?,?,4313,?,?,4243,?,4134,?,4313,1114244,1222243,1234321,1114131,?,1114132,1222243,1114244
?,?,?,?,?,?,?,?,?,?,?,?,?,32223,?,?,4314,?,?,4244,?,4141,?,4314,1114311,1222324,1234324,1114132,?,1114133,1222324,1114311
?,?,?,?,?,?,?,?,?,?,?,?,?,32231,?,?,4322,?,?,4311,?,4142,?,4322,1114313,1222342,1234341,1114133,?,1114134,1222342,1114313
?,?,?,?,?,?,?,?,?,?,?,?,?,32232,?,?,4323,?,?,4313,?,4143,?,4323,1114314,1222423,1234342,1114134,?,1114141,1222423,1114314
?,?,?,?,?,?,?,?,?,?,?,?,?,32233,?,?,4324,?,?,4314,?,4144,?,4324,1114322,1222432,1234412,1114141,?,1114142,1222432,1114322
?,?,?,?,?,?,?,?,?,?,?,?,?,32311,?,?,4331,?,?,4322,?,4211,?,4331,1114323,1223134,1234413,1114142,?,1114143,1223134,1114323
?,?,?,?,?,?,?,?,?,?,?,?,?,32312,?,?,4332,?,?,4323,?,4212,?,4332,1114324,1223143,1234421,1114143,?,1114144,1223143,1114324
?,?,?,?,?,?,?,?,?,?,?,?,?,32313,?,?,4333,?,?,4324,?,4213,?,4333,1114331,1223144,1234423,1114144,?,1114211,1223144,1114331
?,?,?,?,?,?,?,?,?,?,?,?,?,32321,?,?,4334,?,?,4331,?,4214,?,4334,1114332,1223224,1234431,1114211,?,1114212,1223224,1114332
?,?,?,?,?,?,?,?,?,?,?,?,?,32322,?,?,4341,?,?,4332,?,4221,?,4341,1114333,1223242,1234432,1114212,?,1114213,1223242,1114333
?,?,?,?,?,?,?,?,?,?,?,?,?,32323,?,?,4342,?,?,4333,?,4222,?,4342,1114334,1223314,1241233,1114213,?,1114214,1223314,1114334
?,?,?,?,?,?,?,?,?,?,?,?,?,32331,?,?,4343,?,?,4334,?,4223,?,4343,1114341,1223341,1241234,1114214,?,1114221,1223341,1114341
?,?,?,?,?,?,?,?,?,?,?,?,?,32332,?,?,4344,?,?,4341,?,4224,?,4344,1114342,1223344,1241243,1114221,?,1114222,1223344,1114342
?,?,?,?,?,?,?,?,?,?,?,?,?,32333,?,?,4411,?,?,4342,?,4231,?,4411,1114343,1223413,1241323,1114222,?,1114223,1223413,1114343
?,?,?,?,?,?,?,?,?,?,?,?,?,33111,?,?,4412,?,?,4343,?,4232,?,4412,1114344,1223414,1241324,1114223,?,1114224,1223414,1114344
?,?,?,?,?,?,?,?,?,?,?,?,?,33112,?,?,4413,?,?,4344,?,4233,?,4413,1114411,1223422,1241332,1114224,?,1114231,1223422,1114411
?,?,?,?,?,?,?,?,?,?,?,?,?,33113,?,?,4414,?,?,4411,?,4234,?,4414,1114412,1223431,1241334,1114231,?,1114232,1223431,1114412
?,?,?,?,?,?,?,?,?,?,?,?,?,33121,?,?,4421,?,?,4412,?,4241,?,4421,1114413,1223434,1241342,1114232,?,1114233,1223434,1114413
?,?,?,?,?,?,?,?,?,?,?,?,?,33122,?,?,4422,?,?,4413,?,4242,?,4422,1114414,1223441,1241343,1114233,?,1114234,1223441,1114414
?,?,?,?,?,?,?,?,?,?,?,?,?,33123,?,?,4423,?,?,4414,?,4243,?,4423,1114421,1223443,1241423,1114234,?,1114241,1223443,1114421
?,?,?,?,?,?,?,?,?,?,?,?,?,33131,?,?,4424,?,?,4421,?,4244,?,4424,1114422,1224133,1241432,1114241,?,1114242,1224133,1114422
?,?,?,?,?,?,?,?,?,?,?,?,?,33132,?,?,4431,?,?,4422,?,4311,?,4431,1114423,1224134,1241433,1114242,?,1114243,1224134,1114423
?,?,?,?,?,?,?,?,?,?,?,?,?,33133,?,?,4432,?,?,4423,?,4312,?,4432,1114424,1224143,1242133,1114243,?,1114244,1224143,1114424
?,?,?,?,?,?,?,?,?,?,?,?,?,33211,?,?,4433,?,?,4424,?,4313,?,4433,1114431,1224223,1242134,1114244,?,1114311,1224223,1114431
?,?,?,?,?,?,?,?,?,?,?,?,?,33212,?,?,4434,?,?,4431,?,4314,?,4434,1114432,1224232,1242143,1114311,?,1114312,1224232,1114432
?,?,?,?,?,?,?,?,?,?,?,?,?,33213,?,?,4441,?,?,4432,?,4321,?,4441,1114433,1224313,1242313,1114312,?,1114313,1224313,1114433
?,?,?,?,?,?,?,?,?,?,?,?,?,33221,?,?,4442,?,?,4433,?,4322,?,4442,1114434,1224314,1242314,1114313,?,1114314,1224314,1114434
?,?,?,?,?,?,?,?,?,?,?,?,?,33222,?,?,4443,?,?,4434,?,4323,?,4443,1114441,1224322,1242331,1114314,?,1114321,1224322,1114441
?,?,?,?,?,?,?,?,?,?,?,?,?,33223,?,?,?,?,?,4441,?,4324,?,?,1114442,1224331,1242334,1114321,?,1114322,1224331,1114442
?,?,?,?,?,?,?,?,?,?,?,?,?,33231,?,?,?,?,?,4442,?,4331,?,?,1114443,1224334,1242341,1114322,?,1114323,1224334,1114443
?,?,?,?,?,?,?,?,?,?,?,?,?,33232,?,?,?,?,?,4443,?,4332,?,?,1114444,1224341,1242343,1114323,?,1114324,1224341,1114444
?,?,?,?,?,?,?,?,?,?,?,?,?,33233,?,?,?,?,?,4444,?,4333,?,?,1121111,1224343,1242413,1114324,?,1114331,1224343,1121111
?,?,?,?,?,?,?,?,?,?,?,?,?,33311,?,?,?,?,?,?,?,4334,?,?,1121112,1224413,1242431,1114331,?,1114332,1224413,1121112
?,?,?,?,?,?,?,?,?,?,?,?,?,33312,?,?,?,?,?,?,?,4341,?,?,1121113,1224431,1242433,1114332,?,1114333,1224431,1121113
?,?,?,?,?,?,?,?,?,?,?,?,?,33313,?,?,?,?,?,?,?,4342,?,?,1121114,1224433,1243123,1114333,?,1114334,1224433,1121114
?,?,?,?,?,?,?,?,?,?,?,?,?,33321,?,?,?,?,?,?,?,4343,?,?,1121121,1231114,1243124,1114334,?,1114341,1231114,1121121
?,?,?,?,?,?,?,?,?,?,?,?,?,33322,?,?,?,?,?,?,?,4344,?,?,1121122,1231141,1243132,1114341,?,1114342,1231141,1121122
?,?,?,?,?,?,?,?,?,?,?,?,?,33323,?,?,?,?,?,?,?,4411,?,?,1121123,1231234,1243134,1114342,?,1114343,1231234,1121123
?,?,?,?,?,?,?,?,?,?,?,?,?,33331,?,?,?,?,?,?,?,4412,?,?,1121124,1231243,1243142,1114343,?,1114344,1231243,1121124
?,?,?,?,?,?,?,?,?,?,?,?,?,33332,?,?,?,?,?,?,?,4413,?,?,1121131,1231244,1243143,1114344,?,1114411,1231244,1121131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4414,?,?,1121132,1231324,1243213,1114411,?,1114412,1231324,1121132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4421,?,?,1121133,1231342,1243214,1114412,?,1114413,1231342,1121133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4422,?,?,1121141,1231344,1243231,1114413,?,1114414,1231344,1121141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4423,?,?,1121142,1231411,1243234,1114414,?,1114421,1231411,1121142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4424,?,?,1121144,1231423,1243241,1114421,?,1114422,1231423,1121144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4431,?,?,1121211,1231424,1243243,1114422,?,1114423,1231424,1121211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4432,?,?,1121212,1231432,1243312,1114423,?,1114424,1231432,1121212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4433,?,?,1121213,1231434,1243314,1114424,?,1114431,1231434,1121213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4434,?,?,1121214,1231442,1243321,1114431,?,1114432,1231442,1121214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4441,?,?,1121221,1231443,1243324,1114432,?,1114433,1231443,1121221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4442,?,?,1121222,1232134,1243341,1114433,?,1114434,1232134,1121222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4443,?,?,1121223,1232143,1243342,1114434,?,1114441,1232143,1121223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121224,1232144,1243412,1114441,?,1114442,1232144,1121224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121231,1232224,1243413,1114442,?,1114443,1232224,1121231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121232,1232242,1243421,1114443,?,1114444,1232242,1121232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121233,1232314,1243423,1114444,?,1121111,1232314,1121233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121234,1232341,1243431,1121111,?,1121112,1232341,1121234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121241,1232344,1243432,1121112,?,1121113,1232344,1121241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121242,1232413,1244123,1121113,?,1121114,1232413,1121242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121243,1232414,1244132,1121114,?,1121121,1232414,1121243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121244,1232422,1244133,1121121,?,1121122,1232422,1121244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121311,1232431,1244213,1121122,?,1121123,1232431,1121311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121312,1232434,1244231,1121123,?,1121124,1232434,1121312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121313,1232441,1244233,1121124,?,1121131,1232441,1121313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121321,1232443,1244312,1121131,?,1121132,1232443,1121321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121322,1233124,1244313,1121132,?,1121133,1233124,1121322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121323,1233142,1244321,1121133,?,1121134,1233142,1121323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121324,1233144,1244323,1121134,?,1121141,1233144,1121324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121331,1233214,1244331,1121141,?,1121142,1233214,1121331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121332,1233241,1244332,1121142,?,1121143,1233241,1121332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121333,1233244,1312234,1121143,?,1121144,1233244,1121333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121334,1233334,1312243,1121144,?,1121211,1233334,1121334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121342,1233343,1312244,1121211,?,1121212,1233343,1121342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121343,1233412,1312324,1121212,?,1121213,1233412,1121343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121344,1233414,1312342,1121213,?,1121214,1233414,1121344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121411,1233421,1312344,1121214,?,1121221,1233421,1121411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121412,1233424,1312423,1121221,?,1121222,1233424,1121412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121414,1233433,1312424,1121222,?,1121223,1233433,1121414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121421,1233441,1312432,1121223,?,1121224,1233441,1121421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121422,1233442,1312434,1121224,?,1121231,1233442,1121422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121423,1234111,1312442,1121231,?,1121232,1234111,1121423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121424,1234123,1312443,1121232,?,1121233,1234123,1121424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121432,1234124,1313224,1121233,?,1121234,1234124,1121432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121433,1234132,1313242,1121234,?,1121241,1234132,1121433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121434,1234134,1313244,1121241,?,1121242,1234134,1121434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121441,1234142,1313422,1121242,?,1121243,1234142,1121441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121442,1234143,1313424,1121243,?,1121244,1234143,1121442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121443,1234213,1313442,1121244,?,1121311,1234213,1121443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1121444,1234214,1314223,1121311,?,1121312,1234214,1121444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122111,1234222,1314224,1121312,?,1121313,1234222,1122111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122112,1234231,1314232,1121313,?,1121314,1234231,1122112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122113,1234234,1314234,1121314,?,1121321,1234234,1122113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122114,1234241,1314242,1121321,?,1121322,1234241,1122114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122121,1234243,1314243,1121322,?,1121323,1234243,1122121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122122,1234312,1314322,1121323,?,1121324,1234312,1122122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122123,1234314,1314324,1121324,?,1121331,1234314,1122123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122124,1234321,1314342,1121331,?,1121332,1234321,1122124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122131,1234324,1314422,1121332,?,1121333,1234324,1122131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122132,1234333,1314423,1121333,?,1121334,1234333,1122132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122133,1234341,1314432,1121334,?,1121341,1234341,1122133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122134,1234342,1321234,1121341,?,1121342,1234342,1122134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122141,1234412,1321243,1121342,?,1121343,1234412,1122141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122142,1234413,1321244,1121343,?,1121344,1234413,1122142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122143,1234421,1321324,1121344,?,1121411,1234421,1122143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122144,1234423,1321342,1121411,?,1121412,1234423,1122144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122211,1234431,1321344,1121412,?,1121413,1234431,1122211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122212,1234432,1321423,1121413,?,1121414,1234432,1122212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122213,1234444,1321424,1121414,?,1121421,1234444,1122213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122214,1241113,1321432,1121421,?,1121422,1241113,1122214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122221,1241131,1321434,1121422,?,1121423,1241131,1122221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122222,1241233,1321442,1121423,?,1121424,1241233,1122222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122223,1241234,1321443,1121424,?,1121431,1241234,1122223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122224,1241243,1322134,1121431,?,1121432,1241243,1122224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122231,1241311,1322143,1121432,?,1121433,1241311,1122231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122232,1241323,1322144,1121433,?,1121434,1241323,1122232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122233,1241324,1322314,1121434,?,1121441,1241324,1122233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122234,1241332,1322341,1121441,?,1121442,1241332,1122234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122241,1241334,1322344,1121442,?,1121443,1241334,1122241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122242,1241342,1322413,1121443,?,1121444,1241342,1122242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122243,1241343,1322414,1121444,?,1122111,1241343,1122243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122244,1241423,1322431,1122111,?,1122112,1241423,1122244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122311,1241432,1322434,1122112,?,1122113,1241432,1122311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122312,1241433,1322441,1122113,?,1122114,1241433,1122312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122313,1242133,1322443,1122114,?,1122121,1242133,1122313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1122314,1242134,1323124,1122121,?,1122122,1242134,1122314
